product_name,brand,star_rating,MRP(in rs),sale_price(in rs),Quantity,amount,transaction_Id,transaction date,User_ID,Cust_name,Gender,Age,recency,frequency,monetary
Nyamba 520 Sport Leggings Women's,Decathlon,4.5,2091.9129,1674.1999999999998,2,3348.3999999999996,157053,2023-02-26,1003423,Sayre,F,29,337,1,3348.3999999999996
Kalenji Seamless Athletic Gloves Kids',Kalenji,4.6,417.7129,251.13,3,753.39,157054,2023-02-27,1000651,Carreira,M,41,7,3,3264.6899999999996
Simond Comfort Climbing T-Shirt Men's,Simond,4.6,1254.8129,837.0999999999999,1,837.0999999999999,157055,2023-02-28,1005237,Bhaggyasree,F,30,71,2,3348.3999999999996
Triban EN1150 Windbreaker Visibility Cycling Vest Women's,Decathlon,4.6,4184.6629,2092.75,2,4185.5,157056,2023-03-01,1001506,Moumita,F,35,334,1,4185.5
Inesis Warm Golf Down Vest Men's,Inesis,4.7,5021.7629,3766.95,2,7533.9,157057,2023-03-02,1003641,Cacioppo,F,30,333,1,7533.9
Dynamic Yoga Leggings,Decathlon,5.0,5021.7629,3348.3999999999996,3,10045.199999999999,157058,2023-03-03,1000182,Speros,F,21,332,1,10045.199999999999
Domyos W500 Breathable Gym Shorts Kids',Domyos,4.7,1087.3928999999998,837.0999999999999,2,1674.1999999999998,157059,2023-03-04,1003108,Filia,F,52,331,1,1674.1999999999998
Newfeel Soft 140 Mesh Fitness Walking Shoes Men's,Newfeel,4.5,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,157060,2023-03-05,1005039,Lampkin,M,44,330,1,2510.4628999999995
Domyos 100 Short-Sleeved Gym T-Shirt Kids',Domyos,4.6,417.7129,251.13,3,753.39,157061,2023-03-06,1001451,Sink,F,41,131,3,9122.7158
Men's Anti-UV Hat - Khaki,Forclaz,4.5,2510.4628999999995,2510.4628999999995,3,7531.388699999999,157062,2023-03-07,1002340,James,F,45,328,2,12553.988699999998
Forclaz Trek 500 Merino Wool Backpacking Underwear Women's,Forclaz,4.6,2510.4628999999995,2510.4628999999995,3,7531.388699999999,157063,2023-03-08,1001339,Hendricks,F,40,327,1,7531.388699999999
Btwin Visibility Safety Vest Kids',Btwin,4.7,836.2629,836.2629,1,836.2629,157064,2023-03-09,1003224,Kushal,M,32,326,2,1337.6858
Inesis Synthetic Down Golf Puffer Vest Women's,Inesis,4.6,4184.6629,3348.3999999999996,2,6696.799999999999,157065,2023-03-10,1004837,Chetan,F,35,325,1,6696.799999999999
Quechua NH500 Fresh Hiking Shorts Women's,Quechua,4.7,2091.9129,1255.6499999999999,3,3766.95,157066,2023-03-11,1004640,Nirja,F,31,324,1,3766.95
Domyos 120 7/8-Length Cardio Fitness Leggings Women's,Domyos,4.7,1673.3628999999999,1255.6499999999999,1,1255.6499999999999,157067,2023-03-12,1003311,Neola,F,33,129,5,15900.714499999998
Domyos Cotton Cropped Yoga Pants Women's,Decathlon,4.7,1505.9428999999998,1505.9428999999998,1,1505.9428999999998,157068,2023-03-13,1002031,Aditya,F,37,322,1,1505.9428999999998
Kipsta F500 Soccer Shorts Adult,Kipsta,4.6,1254.8129,1254.8129,1,1254.8129,157069,2023-03-14,1001021,Pradeep,F,37,321,1,1254.8129
Triban RC100 Bibless Road Cycling Shorts Men's,Triban,4.2,1674.1999999999998,1674.1999999999998,2,3348.3999999999996,157070,2023-03-15,1001017,Farhat,F,45,320,1,3348.3999999999996
Domyos Leather Demi-Pointe Shoes Girls',Domyos,4.3,1254.8129,837.0999999999999,1,837.0999999999999,157071,2023-03-16,1000372,Nikita,M,22,319,1,837.0999999999999
Keepdry 500 Short Sleeve Soccer Base Layer Top Men's,Kipsta,4.7,1673.3628999999999,1254.8129,3,3764.4386999999997,157072,2023-03-17,1001520,Ramesh,F,32,318,1,3764.4386999999997
Inesis Bermuda Golf Shorts Women's,Inesis,4.6,2091.9129,1255.6499999999999,2,2511.2999999999997,157073,2023-03-18,1003012,Seio,M,34,317,1,2511.2999999999997
Fitted Modern Dance Shorts Women's,Decathlon,4.7,1254.8129,837.0999999999999,3,2511.2999999999997,157074,2023-03-19,1001591,Anchal,F,53,122,2,15065.288700000001
Rockrider ST100 Moisture-Wicking Mountain Bike Shorts Men's,Rockrider,4.1,1673.3628999999999,1673.3628999999999,2,3346.7257999999997,157075,2023-03-20,1000004,Guthrie,F,47,315,1,3346.7257999999997
"Nabaiji Silifins 500, Short Swim Fins",Nabaiji,4.5,2929.0129,2929.0129,1,2929.0129,157076,2023-03-21,1004627,Rosenblatt,M,58,314,1,2929.0129
"Kalenji Run Light, Running Tank Top, Women's",Kalenji,4.7,1673.3628999999999,1673.3628999999999,2,3346.7257999999997,157077,2023-03-22,1006011,Aniket,F,43,313,1,3346.7257999999997
Wedze 980 Downhill Ski Jacket with Removable Puffer Jacket Liner Women's,Wedze,4.6,29214.789999999997,15904.9,2,31809.8,157078,2023-03-23,1005686,Reiter,F,88,312,1,31809.8
Dreamscape SNB TR 500 Skiing and Snowboarding Pants Men's,Decathlon,4.1,9961.49,5022.599999999999,3,15067.8,157079,2023-03-24,1000563,Rosenberg,F,28,311,1,15067.8
Dreamscape SNB JKT 500 Snowboarding and Skiing Jacket Men's,Decathlon,4.5,12472.789999999999,8371.0,3,25113.0,157080,2023-03-25,1002109,Gelder,F,30,1,3,28126.559999999998
Fit+ Cotton Fitness Shorts,Domyos,4.7,1087.3928999999998,1087.3928999999998,3,3262.1786999999995,157081,2023-03-26,1000976,Ashwin,F,41,309,1,3262.1786999999995
Men's Fitness Jogging Bottoms 500 Essentials - Black,Domyos,4.5,2510.4628999999995,2510.4628999999995,2,5020.925799999999,157082,2023-03-27,1005156,Brooks,F,19,308,1,5020.925799999999
Domyos FLE120 Short Fitness Leggings with Phone Pocket Women's,Domyos,4.6,1924.4928999999997,1924.4928999999997,3,5773.4787,157083,2023-03-28,1006016,Sauptik,F,47,307,3,14142.804499999998
Men's Merino Short-Sleeved Cycling Jersey GRVL900 - Black,Triban,4.4,6695.962899999999,6695.962899999999,2,13391.925799999997,157084,2023-03-29,1000058,Moray,F,33,306,1,13391.925799999997
Stretchy 2-in-1 Cotton Fitness Shorts,Domyos,4.6,1254.8129,1254.8129,3,3764.4386999999997,157085,2023-03-30,1005433,Mayank,M,38,305,1,3764.4386999999997
Domyos Long Seamless Power Yoga Sports Bra Women's,Decathlon,4.5,2091.9129,1255.6499999999999,1,1255.6499999999999,157086,2023-03-31,1001733,Gonzalez,F,22,304,1,1255.6499999999999
Pilates Floor Mat 170 cm x 55 cm x 10 mm Mat Comfort S - Pale Pink,Domyos,4.6,2929.0129,2929.0129,1,2929.0129,157087,2023-04-01,1004725,Jackson,M,41,216,2,4603.2129
Domyos Cotton Yoga T-Shirt Women's,Decathlon,4.6,1422.2328999999997,837.0999999999999,2,1674.1999999999998,157088,2023-04-02,1002956,Neha,F,31,302,1,1674.1999999999998
Nyamba 100 Basic Exercise Mat 55'' x 20'' x 6.5mm,Domyos,4.1,836.2629,836.2629,2,1672.5258,157089,2023-04-03,1000338,Nunn,F,45,301,1,1672.5258
Kids Hiking Sunglasses Aged 4-6 - MH K500 - Category 4,Quechua,4.6,2091.9129,2091.9129,1,2091.9129,157090,2023-04-04,1002766,Cyma,F,50,300,1,2091.9129
Men's Fitness Sweatshirt Crew 100 - Schist Grey,Domyos,4.4,2510.4628999999995,1674.1999999999998,2,3348.3999999999996,157091,2023-04-05,1000646,Aarushi,M,43,41,2,5859.699999999999
Domyos S580 Seamless Breathable Gym Leggings Girls',Domyos,4.6,1673.3628999999999,1255.6499999999999,3,3766.95,157092,2023-04-06,1002037,Gnade,F,72,298,1,3766.95
Women's Fitness Cardio Training Tank Top 120,Domyos,4.6,1087.3928999999998,837.0999999999999,3,2511.2999999999997,157093,2023-04-07,1005517,Priyanka,M,82,297,1,2511.2999999999997
Shaping High-Waisted Fitness Cardio Leggings - Black,Domyos,3.9,3347.5629,3347.5629,2,6695.1258,157094,2023-04-08,1004050,Abhijeet,F,43,296,1,6695.1258
First 700 ml Shaker,Domyos,4.4,668.8429,668.8429,3,2006.5286999999998,157095,2023-04-09,1005807,Beltran,F,41,295,1,2006.5286999999998
Domyos Power Yoga Leggings Women's,Decathlon,4.6,2929.0129,1674.1999999999998,3,5022.599999999999,157096,2023-04-10,1002507,Lakshmi,F,35,294,1,5022.599999999999
Women's Mountain Backpacking Waterproof Jacket Trek 500,Forclaz,4.4,12472.789999999999,7533.9,2,15067.8,157097,2023-04-11,1004498,Srishti,F,55,293,1,15067.8
Adult Skateboarding Longboarding Low-Top Shoes Vulca 100,Oxelo,4.3,3347.5629,2092.75,1,2092.75,157098,2023-04-12,1005157,Parks,M,36,292,1,2092.75
"Olympic 2"" Barbell Quick Release Collars",Domyos,4.6,1924.4928999999997,1924.4928999999997,3,5773.4787,157099,2023-04-13,1004171,Brian,M,87,291,1,5773.4787
Domyos 25 L Fitness Tote Bag,Domyos,4.8,2091.9129,1255.6499999999999,1,1255.6499999999999,157100,2023-04-14,1002012,Gibson,F,34,290,1,1255.6499999999999
Domyos 100 Gym Shorts Kids',Domyos,4.7,417.7129,251.13,1,251.13,157101,2023-04-15,1003934,Ann,F,32,215,2,5271.218699999999
High-Waisted Shaping Fitness Leggings,Domyos,4.4,2928.1757999999995,1255.6499999999999,1,1255.6499999999999,157102,2023-04-16,1002676,Jitesh,M,62,288,1,1255.6499999999999
Nyamba 500 Pilates High Resistance Band,Domyos,4.5,2091.9129,1674.1999999999998,3,5022.599999999999,157103,2023-04-17,1002106,Luke,M,24,287,1,5022.599999999999
Domyos No-Show Fitness Cardio Training Socks 2-Pack,Domyos,4.5,668.8429,668.8429,1,668.8429,157104,2023-04-18,1003741,Shirley,F,29,286,1,668.8429
Triban RC100 High Visibility Winter Cycling Jacket Men's,Triban,4.6,5021.7629,5021.7629,1,5021.7629,157105,2023-04-19,1001359,Aarushi,M,36,285,1,5021.7629
Women's Pilates and Gentle Gym Regular-Fit Sport T-Shirt 500,Decathlon,4.6,1087.3928999999998,418.54999999999995,2,837.0999999999999,157106,2023-04-20,1002889,Richard,F,44,284,1,837.0999999999999
Domyos 100 Gym Leggings Girls',Domyos,4.6,585.1329,418.54999999999995,1,418.54999999999995,157107,2023-04-21,1005096,Roger,F,26,283,1,418.54999999999995
Kipsta Keepdry 500 Base Layer Kids',Kipsta,4.7,1673.3628999999999,1673.3628999999999,2,3346.7257999999997,157108,2023-04-22,1004860,Peterman,M,33,282,1,3346.7257999999997
Run Comfort Jogging Shoes Men's,Kalenji,4.1,6277.412899999999,4185.5,1,4185.5,157109,2023-04-23,1003726,Randy,F,33,281,2,6278.25
Forclaz Trek 500 Zip Collar Merino Wool Backpacking T-Shirt Women's,Forclaz,4.7,6695.962899999999,6695.962899999999,2,13391.925799999997,157110,2023-04-24,1004194,Kennedy,F,20,280,1,13391.925799999997
Nyamba 500 Low Resistance Pilates Elastic Band,Domyos,4.5,1673.3628999999999,837.0999999999999,1,837.0999999999999,157111,2023-04-25,1003036,Prescott,F,92,279,1,837.0999999999999
Forclaz Trek 500 Long Sleeve Merino Wool Backpacking T-Shirt Women's,Forclaz,4.6,6277.412899999999,6277.412899999999,2,12554.825799999999,157112,2023-04-26,1003380,Blumstein,F,55,278,1,12554.825799999999
Mesh Silicone Swim Cap,Nabaiji,4.4,1254.8129,1254.8129,1,1254.8129,157113,2023-04-27,1001667,Mane,F,52,277,1,1254.8129
Quechua Trek 500 Softshell Hiking Windbreaker Vest Men's,Quechua,4.6,3347.5629,3347.5629,1,3347.5629,157114,2023-04-28,1002888,Corey-Lock,F,26,276,2,4017.2428999999997
Kipsta F500 Soccer Shorts Kids',Kipsta,4.7,1087.3928999999998,1087.3928999999998,2,2174.7857999999997,157115,2023-04-29,1000777,Harivansh,M,22,275,1,2174.7857999999997
Domyos 920 Cardio Fitness Leggings Women's,Domyos,3.9,4184.6629,2511.2999999999997,3,7533.9,157116,2023-04-30,1001503,Willman,M,35,274,1,7533.9
Men's Winter Waterproof Hiking Parka - SH900 -20 degrees Celcius,Quechua,4.8,14984.089999999998,14984.089999999998,2,29968.179999999997,157117,2023-05-01,1002979,Ken,F,40,273,1,29968.179999999997
Domyos 100 Step Bench,Domyos,4.5,4184.6629,2511.2999999999997,2,5022.599999999999,157118,2023-05-02,1001513,Seio,M,41,272,1,5022.599999999999
Domyos 921 7/8 Cardio Fitness Leggings Women's,Domyos,4.5,3347.5629,2092.75,1,2092.75,157119,2023-05-03,1000651,Carreira,M,36,7,3,3264.6899999999996
"Interlocking Exercise Equipment Mat Gym Floor Pads 22"" x 22"" 4-Pack",Domyos,4.3,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,157120,2023-05-04,1002664,percer,M,45,221,2,7530.551599999999
Girls' Gym Leggings Breathable Synthetic S500,Domyos,4.6,1087.3928999999998,837.0999999999999,1,837.0999999999999,157121,2023-05-05,1004673,Lee,M,36,269,1,837.0999999999999
Windbreaker jacket - softshell - warm - MT100 - women's,Forclaz,4.7,5021.7629,3766.95,3,11300.849999999999,157122,2023-05-06,1000850,Bhawna,F,40,101,4,19669.338699999997
Kids' Bootees - Pink,Domyos,4.7,1003.6828999999999,837.0999999999999,3,2511.2999999999997,157123,2023-05-07,1001599,Akshata,F,26,267,1,2511.2999999999997
ADULT SKI FLEECE NECK-WARMER - TANKA - BLACK,Wedze,4.6,585.1329,585.1329,2,1170.2658,157124,2023-05-08,1001284,O'Brian,F,47,266,2,2842.7915999999996
Domyos 18 L Cardio Training Fitness Backpack,Domyos,4.5,1505.9428999999998,1505.9428999999998,3,4517.828699999999,157125,2023-05-09,1003557,Craven,F,24,265,1,4517.828699999999
Women's Fitness Cardio Training Shorts 900,Domyos,4.5,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157126,2023-05-10,1003320,Sandra,M,29,119,2,5859.7
Nyamba 500 Medium Resistance Pilates Elastic Band,Domyos,4.6,1924.4928999999997,1255.6499999999999,2,2511.2999999999997,157127,2023-05-11,1005857,Shweta,M,50,263,1,2511.2999999999997
Domyos 100 Light Slim Gym Pants Girls',Domyos,4.6,1087.3928999999998,837.0999999999999,1,837.0999999999999,157128,2023-05-12,1004506,Ashbrook,F,51,262,1,837.0999999999999
Inesis Waterproof Grip Golf Shoes Women's,Inesis,4.5,6695.962899999999,4185.5,1,4185.5,157129,2023-05-13,1000711,McNair,M,34,261,1,4185.5
Triban RC500 High-Visibility Showerproof Cycling Jacket Men's,Triban,4.3,10798.589999999998,6696.799999999999,3,20090.399999999998,157130,2023-05-14,1001088,Phan,F,16,224,2,20760.079999999998
Men's golf shorts WW500 navy blue,Inesis,4.7,2929.0129,2929.0129,2,5858.0258,157131,2023-05-15,1001227,Dianna,F,51,259,1,5858.0258
Domyos Seamless 7/8 Yoga Leggings Women's,Decathlon,4.5,2510.4628999999995,2510.4628999999995,1,2510.4628999999995,157132,2023-05-16,1000678,Barnes,F,26,258,1,2510.4628999999995
Domyos 100 Short Sleeved Gym T-Shirt Babies',Domyos,4.6,334.0029,251.13,1,251.13,157133,2023-05-17,1001666,Swint,F,29,257,1,251.13
Kalenji Run Dry Cropped Running Pants Men's,Kalenji,4.5,1254.8129,837.0999999999999,3,2511.2999999999997,157134,2023-05-18,1003576,Alejandro,M,52,256,2,17576.5887
"Domyos 900, 2-in-1 Fitness Cardio Training Shorts, Women's",Domyos,4.6,2091.9129,2091.9129,1,2091.9129,157135,2023-05-19,1004819,Swetha,F,36,255,2,17158.038699999997
Kipsta F500 Short-Sleeved Soccer Shirt Kids',Kipsta,4.7,836.2629,418.54999999999995,2,837.0999999999999,157136,2023-05-20,1003842,Shivangi,M,39,254,1,837.0999999999999
Domyos 500 Jogging Pants Men's,Domyos,4.4,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157137,2023-05-21,1000553,Turumella,F,33,253,1,1674.1999999999998
Nabaiji B-First Swim Jammers Men's,Nabaiji,4.4,3766.1129,1674.1999999999998,2,3348.3999999999996,157138,2023-05-22,1005576,Subhashree,F,33,252,1,3348.3999999999996
Domyos S500 Breathable Synthetic Gym Tank Top Girls',Domyos,4.7,668.8429,334.84,3,1004.52,157139,2023-05-23,1003715,Ludtke,F,24,183,2,2260.17
Domyos S500 Breathable Synthetic Cropped Leggings Girls',Domyos,4.7,1087.3928999999998,837.0999999999999,2,1674.1999999999998,157140,2023-05-24,1000854,Abhijit,M,26,250,1,1674.1999999999998
Forclaz Travel 100 3-in-1 Hiking Jacket Men's,Forclaz,4.5,7533.062899999999,5022.599999999999,2,10045.199999999999,157141,2023-05-25,1004089,Reichenbach,M,30,249,1,10045.199999999999
Domyos 520 Fitness Shoes Women's,Domyos,4.4,3766.1129,2511.2999999999997,1,2511.2999999999997,157142,2023-05-26,1002515,Roach,F,49,248,1,2511.2999999999997
Road and Gravel Cycling Shoes 100 - Black,Triban,4.3,6695.1258,5858.862899999999,3,17576.588699999997,157143,2023-05-27,1003903,Kalyani,F,30,247,1,17576.588699999997
Men's Mountain Trekking Merino Wool Base Layer Tights / Leggings - MT900,Forclaz,4.6,7533.062899999999,7533.062899999999,2,15066.125799999998,157144,2023-05-28,1005270,Medina,F,29,246,1,15066.125799999998
Domyos 500 Fitness Cardio Training Leggings Women's,Domyos,4.3,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157145,2023-05-29,1001952,Rob,F,38,158,2,3011.8858
"FTI500A, High-Waisted Shaping Fitness Leggings, Women's",Domyos,4.4,2510.4628999999995,1674.1999999999998,3,5022.599999999999,157146,2023-05-30,1000071,Surbhi,F,33,244,1,5022.599999999999
Domyos Split-Sole Canvas Demi-Pointe Shoes,Domyos,4.1,1673.3628999999999,1255.6499999999999,1,1255.6499999999999,157147,2023-05-31,1001983,Atul,M,33,243,1,1255.6499999999999
Baby Gym Tracksuit Gym'y,Domyos,4.5,836.2629,418.54999999999995,1,418.54999999999995,157148,2023-06-01,1003131,Hemangi,M,34,242,1,418.54999999999995
Oxelo Vulca 100 Skate Shoes,Oxelo,4.3,3347.5629,2092.75,1,2092.75,157149,2023-06-02,1005765,Nat,F,26,241,1,2092.75
Domyos Gym'y S500 Warm Breathable Synthetic Gym Tracksuit Girls',Domyos,4.5,1087.3928999999998,585.9699999999999,2,1171.9399999999998,157150,2023-06-03,1002266,Neoma,M,52,240,1,1171.9399999999998
Domyos 900 Fitness Shoes Women's,Domyos,4.3,4184.6629,1674.1999999999998,3,5022.599999999999,157151,2023-06-04,1004951,Kristina,M,44,239,1,5022.599999999999
Domyos Dynamic Yoga Leggings Women's,Decathlon,4.6,2929.0129,1674.1999999999998,3,5022.599999999999,157152,2023-06-05,1003823,Denise,F,72,238,1,5022.599999999999
Nabaiji 500 Fiti Swimming Jammers Boys',Nabaiji,4.5,2510.4628999999995,2510.4628999999995,3,7531.388699999999,157153,2023-06-06,1001297,Murdock,F,32,237,1,7531.388699999999
Girls' Light Breathable Gym Jacket W500 - Black Print,Domyos,4.7,1673.3628999999999,837.0999999999999,2,1674.1999999999998,157154,2023-06-07,1005031,Shruti,M,27,236,1,1674.1999999999998
Women's  Fitness Cardio Training Tank Top 120L,Domyos,4.4,836.2629,669.68,1,669.68,157155,2023-06-08,1005260,Hazard,F,38,235,1,669.68
Domyos High-Waisted Urban Dance Leggings Women's,Domyos,4.5,2510.4628999999995,1674.1999999999998,3,5022.599999999999,157156,2023-06-09,1003315,Chuck,F,30,234,1,5022.599999999999
Domyos Technical Yoga Leggings Women's,Decathlon,4.2,2510.4628999999995,1674.1999999999998,1,1674.1999999999998,157157,2023-06-10,1005926,Barcio,M,55,233,1,1674.1999999999998
Baby Gym Tracksuit Gym'y,Domyos,4.5,836.2629,418.54999999999995,2,837.0999999999999,157158,2023-06-11,1003675,Hawkins,F,36,232,1,837.0999999999999
High-Waisted Seamless Fitness Cycling Shorts - Grey,Domyos,4.8,2510.4628999999995,2510.4628999999995,2,5020.925799999999,157159,2023-06-12,1004685,Pardue,M,37,231,1,5020.925799999999
Domyos Ballet and Modern Dance Footless Tights Girls',Decathlon,4.4,836.2629,418.54999999999995,1,418.54999999999995,157160,2023-06-13,1003505,Fuller,M,34,230,1,418.54999999999995
700 ml Shaker,Domyos,4.2,836.2629,836.2629,3,2508.7887,157161,2023-06-14,1000524,Ober,F,25,229,1,2508.7887
22 kg/49 lb Small Weight Training Resistance Glute Band,Domyos,4.7,1254.8129,1254.8129,1,1254.8129,157162,2023-06-15,1003025,Kristen,M,39,228,1,1254.8129
Seamless Short-Sleeved Cropped Fitness T-Shirt - Grey,Domyos,4.7,2510.4628999999995,2510.4628999999995,3,7531.388699999999,157163,2023-06-16,1001819,Sudheer,M,38,227,1,7531.388699999999
Stretchy Boat Neck Cotton Fitness T-Shirt,Domyos,4.6,1254.8129,837.0999999999999,1,837.0999999999999,157164,2023-06-17,1003336,Vipul,M,37,226,1,837.0999999999999
Domyos Educational Gymnastics Band Kids',Domyos,4.3,334.0029,167.42,1,167.42,157165,2023-06-18,1005305,Greene,M,21,225,1,167.42
Girls' Gym Crop Top 100,Domyos,4.6,585.1329,334.84,2,669.68,157166,2023-06-19,1001088,Phan,M,12,224,2,20760.079999999998
Women's Horseback Riding Grippy Gloves,Fouganza,4.5,1087.3928999999998,837.0999999999999,2,1674.1999999999998,157167,2023-06-20,1002069,Cacioppo,F,63,223,1,1674.1999999999998
Nyamba Salto Gym and Pilates Leggings Women's,Decathlon,4.3,543.2778999999999,251.13,2,502.26,157168,2023-06-21,1003684,Skach,F,31,222,1,502.26
Kipsta F500Z Soccer Shorts with Zip Pockets,Kipsta,4.7,1673.3628999999999,1673.3628999999999,3,5020.088699999999,157169,2023-06-22,1002664,percer,F,43,221,2,7530.551599999999
Van Rysel 520 Insulated and High Visibility Winter Cycling Vest,Decathlon,4.6,3347.5629,3347.5629,2,6695.1258,157170,2023-06-23,1003274,Carter,F,28,220,1,6695.1258
Domyos Adjustable Urban Dance Sweatshirt Women's,Domyos,4.9,2510.4628999999995,1674.1999999999998,3,5022.599999999999,157171,2023-06-24,1000583,Alyssa,M,35,219,1,5022.599999999999
"Simond, 3/4 Climbing Pants, Womenâ€™s",Simond,4.6,3766.1129,2511.2999999999997,1,2511.2999999999997,157172,2023-06-25,1001499,Caffey,F,12,218,1,2511.2999999999997
Football Stirrup Socks Viralto - Black,Kipsta,4.5,417.7129,82.87289999999999,3,248.61869999999996,157173,2023-06-26,1004016,Dowd,F,53,217,2,3094.7587
Girls' Breathable Gym T-Shirt S900 - Neon Pink/Black Back,Domyos,4.8,1422.2328999999997,837.0999999999999,2,1674.1999999999998,157174,2023-06-27,1004725,Jackson,F,41,216,2,4603.2129
Light Support Fitness Bra 140 - Black,Domyos,4.6,1673.3628999999999,1673.3628999999999,3,5020.088699999999,157175,2023-06-28,1003934,Ann,F,34,215,2,5271.218699999999
Hunting Visibility Safety Vest Men's,Solognac,4.5,836.2629,418.54999999999995,3,1255.6499999999999,157176,2023-06-29,1004323,Ed,F,21,214,1,1255.6499999999999
Women's Loose Modern Dance/Jazz Jumpsuit - Black,Decathlon,4.8,2929.0129,2092.75,1,2092.75,157177,2023-06-30,1005239,Quincy,F,43,213,1,2092.75
Domyos 500 Breathable Cotton Gym Leggings Kids',Domyos,4.7,1087.3928999999998,753.39,3,2260.17,157178,2023-07-01,1004277,Sanjay,F,42,212,2,3766.95
Domyos S500 Breathable Synthetic Gym Leggings Kids',Domyos,4.7,1254.8129,837.0999999999999,3,2511.2999999999997,157179,2023-07-02,1001851,Sidharth,F,34,211,1,2511.2999999999997
"Kipsta F100, Soccer Socks",Kipsta,4.3,501.42289999999997,501.42289999999997,2,1002.8457999999999,157180,2023-07-03,1002102,Hoffman,M,32,210,1,1002.8457999999999
Newfeel RW900 Fitness Walking Shoes Adult,Newfeel,4.5,5858.862899999999,4185.5,3,12556.5,157181,2023-07-04,1000148,Rutuja,F,51,160,2,19251.6258
Nyamba 100 Floor Mat 160cm x 60cm x 7mm,Domyos,3.9,2091.9129,1674.1999999999998,2,3348.3999999999996,157182,2023-07-05,1000637,Lawera,M,45,208,1,3348.3999999999996
Road Cycling Shoes 900 - Black,Decathlon,4.3,16658.289999999997,16658.289999999997,2,33316.579999999994,157183,2023-07-06,1000092,Gene,M,21,207,1,33316.579999999994
Adult Latex Swimming Socks,Nabaiji,3.4,585.1329,334.84,2,669.68,157184,2023-07-07,1005060,Kimmel,F,46,206,1,669.68
Rockrider XC Light Mountain Bike Shorts Men's,Rockrider,4.3,6695.962899999999,4185.5,1,4185.5,157185,2023-07-08,1000783,Delaney,F,31,151,2,4604.05
Nyamba Slim-Fit Cropped Pilates and Gentle Gym Sport Pants Women's,Decathlon,4.4,2091.9129,1674.1999999999998,3,5022.599999999999,157186,2023-07-09,1001096,Joy,F,17,204,1,5022.599999999999
Domyos S900 Breathable Sports Bra Kids',Domyos,4.7,836.2629,418.54999999999995,2,837.0999999999999,157187,2023-07-10,1000662,Pawlan,F,20,203,1,837.0999999999999
"Tarmak P100, Basketball Pants, Men's",Tarmak,4.4,2091.9129,417.7129,2,835.4258,157188,2023-07-11,1000036,Sonia,F,27,202,1,835.4258
"Wedze Firstheat, Adult Ski Ushanka",Wedze,4.5,1254.8129,1254.8129,2,2509.6258,157189,2023-07-12,1001669,George,M,32,201,1,2509.6258
Tarmak P100 Basketball Pants Men's,Tarmak,4.4,2091.9129,417.7129,1,417.7129,157190,2023-07-13,1001556,Deanra,F,18,200,1,417.7129
Seamless Lace Detail Workout Leggings Women's,Domyos,4.5,4603.2128999999995,2929.85,2,5859.7,157191,2023-07-14,1003615,liebe,F,28,199,1,5859.7
Fouganza Straight-Leg Horse Riding Jeans Men's,Fouganza,3.7,5440.312899999999,3766.95,3,11300.849999999999,157192,2023-07-15,1001943,Phelps,F,23,198,1,11300.849999999999
Inesis Water-Repellent Golf Windbreaker Women's,Inesis,4.5,3347.5629,3347.5629,1,3347.5629,157193,2023-07-16,1004449,Masurkar,F,30,197,1,3347.5629
Kimjaly Prenatal Yoga Leggings,Decathlon,3.9,2510.4628999999995,1674.1999999999998,3,5022.599999999999,157194,2023-07-17,1005757,Talbott,M,16,196,1,5022.599999999999
"Medium Exercise Equipment Mat 28"" x 43""",Domyos,4.7,3347.5629,3347.5629,3,10042.688699999999,157195,2023-07-18,1000737,Steven,M,13,195,1,10042.688699999999
11-Pocket Fishing Vest Men's,Caperlan,4.6,3347.5629,3347.5629,2,6695.1258,157196,2023-07-19,1004505,Daniels,M,53,194,2,14226.514499999997
Boys' Gym T-Shirt Breathable Short-Sleeved S900,Domyos,4.8,1087.3928999999998,837.0999999999999,1,837.0999999999999,157197,2023-07-20,1005536,Troy,F,34,193,1,837.0999999999999
Domyos S900 Seamless Breathable Gym Shorts Girls',Domyos,4.7,1254.8129,837.0999999999999,1,837.0999999999999,157198,2023-07-21,1001281,Gjertsen,F,31,192,1,837.0999999999999
Pilates Floor Mat 190 cm x 70 cm x 20 mm Mat Comfort L - Grey Anthracite,Domyos,4.7,5021.7629,5021.7629,2,10043.5258,157199,2023-07-22,1005824,Eva,F,25,191,1,10043.5258
Domyos S500 Short-Sleeved T-Shirt Babies',Domyos,4.8,836.2629,418.54999999999995,1,418.54999999999995,157200,2023-07-23,1002419,Shantanu,F,28,190,1,418.54999999999995
Newfeel Propulse Motion PW900 Leather Fitness Walking Shoes Women's,Newfeel,4.1,6277.412899999999,3348.3999999999996,1,3348.3999999999996,157201,2023-07-24,1002462,Nripraj,F,40,189,1,3348.3999999999996
Women's Long-sleeved Mountain Trek Merino Wool T-shirt with Zipped Collar - MT900,Forclaz,4.8,7533.062899999999,7533.062899999999,3,22599.1887,157202,2023-07-25,1001154,Ashmeet,F,13,188,1,22599.1887
